,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
4097,013798.OF,博时优质鑫选一年持有C,博时基金,南京银行,混合型,20211103,,,20211026,,0.5691,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数指数(CNY)*10%,L,混合型,契约型开放式,,20220128,20221103,O
4098,013565.OF,银华季季盈3个月滚动持有C,银华基金,兴业银行,债券型,20211103,,,20211011,,2.0884,0.2,0.05,,1.0,0.0001,,中债新综合全价(1-3年)指数收益率*80%+一年期人民币定期存款基准利率(税后)*20%,L,债券型,契约型开放式,,20211209,20220207,O
4099,013563.OF,银华季季盈3个月滚动持有A,银华基金,兴业银行,债券型,20211103,,,20211011,,0.9132,0.2,0.05,,1.0,0.0001,,中债新综合全价(1-3年)指数收益率*80%+一年期人民币定期存款基准利率(税后)*20%,L,债券型,契约型开放式,,20211209,20220207,O
4100,013564.OF,银华季季盈3个月滚动持有B,银华基金,兴业银行,债券型,20211103,,,20211011,,0.004,0.2,0.05,,1.0,0.0001,,中债新综合全价(1-3年)指数收益率*80%+一年期人民币定期存款基准利率(税后)*20%,L,债券型,契约型开放式,,20211209,20220207,O
4101,013358.OF,上银高质量优选9个月持有A,上银基金,交通银行,混合型,20211103,,,20210916,,1.9746,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*75%+中证综合债指数收益率*25%,L,混合型,契约型开放式,,20220127,20220803,O
4102,013797.OF,博时优质鑫选一年持有A,博时基金,南京银行,混合型,20211103,,,20211026,,56.5133,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数指数(CNY)*10%,L,混合型,契约型开放式,,20220128,20221103,O
4103,014023.OF,泰达宏利景气领航两年持有,泰达宏利基金,中国光大银行,混合型,20211103,,,20211026,,16.1795,1.5,0.25,,1.0,0.0001,,中证全指指数收益率*70%+中证综合债券指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20211227,,O
4104,970086.OF,华安证券合赢三个月持有,华安证券,中国光大银行,债券型,20211103,,,20211103,,,0.8,0.1,,1.0,,,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*10%+金融机构人民币活期存款基准利率(税后)*10%,L,债券型,契约型开放式,,20211104,20211105,O
4105,013359.OF,上银高质量优选9个月持有C,上银基金,交通银行,混合型,20211103,,,20210916,,0.2086,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*75%+中证综合债指数收益率*25%,L,混合型,契约型开放式,,20220127,20220803,O
4106,159739.SZ,大数据ETF,鹏华基金,中信证券,股票型,20211103,,20211117,20211011,,2.7258,0.5,0.1,,1.0,0.1,,中证云计算与大数据主题指数收益率,L,被动指数型,契约型开放式,,20211117,20211117,E
4107,013470.OF,泰信低碳经济C,泰信基金,南京银行,混合型,20211103,,,20211011,,0.4395,1.5,0.25,,1.0,0.001,,中证内地低碳经济主题指数收益率*70%+中证全债指数收益率*30%,L,混合型,契约型开放式,,20211210,20211210,O
4108,011634.OF,国寿安保安悦纯债一年定期开放,国寿安保基金,中国邮政储蓄银行,债券型,20211103,,,20210802,,20.0009,0.3,0.1,,1.0,,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20221103,20221103,O
4109,013360.OF,华夏磐泰C,华夏基金,中国工商银行,混合型,20211103,,,,,,1.0,0.2,,1.0,,,上证国债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20211103,20211103,O
4110,013830.OF,中欧瑾尚A,中欧基金,上海银行,混合型,20211103,,,20211101,,1.15,0.6,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+中证800指数收益率*18%+中证港股通综合指数(人民币)收益率*2%,L,混合型,契约型开放式,,20211105,20211105,O
4111,013469.OF,泰信低碳经济A,泰信基金,南京银行,混合型,20211103,,,20211011,,0.1817,1.5,0.25,,1.0,0.001,,中证内地低碳经济主题指数收益率*70%+中证全债指数收益率*30%,L,混合型,契约型开放式,,20211210,20211210,O
4112,013831.OF,中欧瑾尚C,中欧基金,上海银行,混合型,20211103,,,20211101,,1.0502,0.6,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+中证800指数收益率*18%+中证港股通综合指数(人民币)收益率*2%,L,混合型,契约型开放式,,20211105,20211105,O
4113,013295.OF,东方红智选三年持有C,东证资管,中国农业银行,混合型,20211103,,,20211018,,0.8495,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,20220606,,O
4114,013294.OF,东方红智选三年持有A,东证资管,中国农业银行,混合型,20211103,,,20211018,,15.4051,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,20220606,,O
4115,014002.OF,浦银安盛全球智能科技C,浦银安盛基金,招商银行,股票型,20211103,,,,,,1.8,0.35,,1.0,,,MSCI All Country World Index(MSCI ACWI 指数)总收益,L,股票型,契约型开放式,,20211103,20211104,O
4116,012704.OF,中银兴利稳健回报A,中银基金,兴业银行,混合型,20211103,,,20211018,,3.8876,1.5,0.2,,1.0,0.001,,中债综合全价指数收益率*45%+沪深300指数收益率*40%+恒生指数收益率*15%,L,灵活配置型,契约型开放式,,20221103,20221103,O
4117,012705.OF,中银兴利稳健回报C,中银基金,兴业银行,混合型,20211103,,,20211018,,1.2755,1.5,0.2,,1.0,0.001,,中债综合全价指数收益率*45%+沪深300指数收益率*40%+恒生指数收益率*15%,L,灵活配置型,契约型开放式,,20221103,20221103,O
4118,013845.OF,中信建投睿选6个月持有C,中信建投基金,北京银行,混合型,20211102,,,20211025,,1.2152,1.0,0.2,,1.0,0.001,,沪深300指数收益率*70%+中证综合债指数收益率*25%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20211231,20220505,O
4119,013486.OF,尚正竞争优势C,尚正基金,中信银行,混合型,20211102,,,20211012,,0.3643,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,20220121,20220121,O
4120,013485.OF,尚正竞争优势A,尚正基金,中信银行,混合型,20211102,,,20211012,,1.4453,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,20220121,20220121,O
4121,012111.OF,鹏华安颐A,鹏华基金,平安银行,混合型,20211102,,,20210924,,4.5206,0.5,0.1,,1.0,0.0001,,中证综合债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%(经汇率估值调整),L,混合型,契约型开放式,,20211104,20211104,O
4122,012466.OF,嘉实策略精选A,嘉实基金,中国工商银行,混合型,20211102,,,20211018,,17.9475,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20220126,20220126,O
4123,012340.OF,西藏东财中证食品饮料指数增强A,西藏东财基金,光大证券,股票型,20211102,,,20211021,,0.3056,1.2,0.1,,1.0,0.0001,,中证食品饮料指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20211207,20211207,O
4124,013475.OF,华宝中证智能电动汽车ETF联接A,华宝基金,中国建设银行,股票型,20211102,,,20211025,,0.1198,0.5,0.1,,1.0,0.0001,,中证智能电动汽车指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211108,20211108,O
4125,012467.OF,嘉实策略精选C,嘉实基金,中国工商银行,混合型,20211102,,,20211018,,0.6684,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20220126,20220126,O
4126,013476.OF,华宝中证智能电动汽车ETF联接C,华宝基金,中国建设银行,股票型,20211102,,,20211025,,0.8492,0.5,0.1,,1.0,0.0001,,中证智能电动汽车指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211108,20211108,O
4127,013052.OF,汇泉臻心致远C,汇泉基金,中信银行,混合型,20211102,,,20211018,,2.817,1.5,0.25,,1.0,0.001,,中证800指数收益率*55%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,,20220128,20220128,O
4128,013825.OF,广发优选配置两年封闭运作C,广发基金,中国建设银行,混合型,20211102,,,20211018,,0.3957,1.0,0.2,,1.0,0.0001,,中债-综合全价(总值)指数收益率*50%+中证800指数收益率*45%+人民币计价的恒生指数收益率*5%,L,混合型,契约型开放式,,,,O
4129,013561.OF,中融匠心优选A,中融基金,中国工商银行,混合型,20211102,,,20211018,,7.0638,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20220128,20220128,O
4130,501212.SH,广发优选配置FOF,广发基金,中国建设银行,混合型,20211102,,20211119,20211018,,9.8493,1.0,0.2,,1.0,0.0001,,中债-综合全价(总值)指数收益率*50%+中证800指数收益率*45%+人民币计价的恒生指数收益率*5%,L,混合型,契约型开放式,,,,E
4131,014051.OF,平安安盈灵活配置C,平安基金,平安银行,混合型,20211102,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20211103,20211103,O
4132,013844.OF,中信建投睿选6个月持有A,中信建投基金,北京银行,混合型,20211102,,,20211025,,2.102,1.0,0.2,,1.0,0.001,,沪深300指数收益率*70%+中证综合债指数收益率*25%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20211231,20220505,O
4133,013537.OF,鹏华稳华90天滚动持有C,鹏华基金,中国农业银行,债券型,20211102,,,20211018,,0.1563,0.2,0.05,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20220124,20220207,O
4134,013562.OF,中融匠心优选C,中融基金,中国工商银行,混合型,20211102,,,20211018,,0.5283,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20220128,20220128,O
4135,013536.OF,鹏华稳华90天滚动持有A,鹏华基金,中国农业银行,债券型,20211102,,,20211018,,3.4712,0.2,0.05,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20220124,20220207,O
4136,011641.OF,富国达利纯债一年定开债,富国基金,中国邮政储蓄银行,债券型,20211102,,,20210806,,60.0,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20221102,20221102,O
4137,013051.OF,汇泉臻心致远A,汇泉基金,中信银行,混合型,20211102,,,20211018,,3.6888,1.5,0.25,,1.0,0.001,,中证800指数收益率*55%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,,20220128,20220128,O
4138,013725.OF,信澳鑫益C,信达澳亚基金,浦发银行,债券型,20211102,,,20211018,,0.1561,0.8,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率*80%+中证800指数收益率*18%+中证港股通综合指数收益率*2%,L,债券型,契约型开放式,,20211203,20211203,O
4139,013466.OF,博时智选量化多因子C,博时基金,浙商银行,股票型,20211102,,,20211018,,4.4331,1.5,0.3,,1.0,0.001,,中证1000指数收益率*90%+中债综合财富(总值)指数收益率*5%+活期存款收益率*5%,L,股票型,契约型开放式,,20220128,20220128,O
4140,013465.OF,博时智选量化多因子A,博时基金,浙商银行,股票型,20211102,,,20211018,,0.3022,1.5,0.3,,1.0,0.001,,中证1000指数收益率*90%+中债综合财富(总值)指数收益率*5%+活期存款收益率*5%,L,股票型,契约型开放式,,20220128,20220128,O
4141,012419.OF,天弘国证建筑材料C,天弘基金,广发证券,股票型,20211102,,,20211011,,0.0516,0.5,0.1,,1.0,0.0001,,国证建筑材料指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211125,20211125,O
4142,013724.OF,信澳鑫益A,信达澳亚基金,浦发银行,债券型,20211102,,,20211018,,2.3823,0.8,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率*80%+中证800指数收益率*18%+中证港股通综合指数收益率*2%,L,债券型,契约型开放式,,20211203,20211203,O
4143,012112.OF,鹏华安颐C,鹏华基金,平安银行,混合型,20211102,,,20210924,,3.4505,0.5,0.1,,1.0,0.0001,,中证综合债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%(经汇率估值调整),L,混合型,契约型开放式,,20211104,20211104,O
4144,013462.OF,鹏扬成长先锋C,鹏扬基金,广发证券,混合型,20211102,,,20211018,,1.6305,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20220105,20220105,O
4145,012342.OF,广发瑞泽精选A,广发基金,中国银行,混合型,20211102,,,20211021,,8.6392,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*55%+中证全债指数收益率*25%+人民币计价的恒生指数收益率*20%,L,混合型,契约型开放式,,20220104,20220104,O
4146,012147.OF,富国大盘核心资产,富国基金,中国银行,混合型,20211102,,,20210930,,3.4914,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用汇率估值折算)*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20220121,20220121,O
4147,013461.OF,鹏扬成长先锋A,鹏扬基金,广发证券,混合型,20211102,,,20211018,,2.8537,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20220105,20220105,O
4148,012405.OF,天弘国证建筑材料A,天弘基金,广发证券,股票型,20211102,,,20211011,,0.0663,0.5,0.1,,1.0,0.0001,,国证建筑材料指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211125,20211125,O
4149,012343.OF,广发瑞泽精选C,广发基金,中国银行,混合型,20211102,,,20211021,,0.7765,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*55%+中证全债指数收益率*25%+人民币计价的恒生指数收益率*20%,L,混合型,契约型开放式,,20220104,20220104,O
4150,012341.OF,西藏东财中证食品饮料指数增强C,西藏东财基金,光大证券,股票型,20211102,,,20211021,,0.3907,1.2,0.1,,1.0,0.0001,,中证食品饮料指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20211207,20211207,O
4151,007182.OF,万家沪港深蓝筹A,万家基金,中国工商银行,混合型,20211101,,,20211015,,2.6683,1.5,0.25,,1.0,0.001,,恒生指数收益率*65%+中证全债指数收益率*25%+沪深300指数收益率*10%,L,混合型,契约型开放式,,20220125,20220125,O
4152,159601.SZ,A50ETF,华夏基金,招商银行,股票型,20211101,,20211108,20211022,,67.6759,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通人民币指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
4153,007183.OF,万家沪港深蓝筹C,万家基金,中国工商银行,混合型,20211101,,,20211015,,0.5374,1.5,0.25,,1.0,0.001,,恒生指数收益率*65%+中证全债指数收益率*25%+沪深300指数收益率*10%,L,混合型,契约型开放式,,20220125,20220125,O
4154,013849.OF,同泰优选配置3个月持有A,同泰基金,兴业银行,混合型,20211029,,,20211013,,0.0016,1.0,0.2,,1.0,0.001,,沪深300指数收益率*75%+中债综合全价(总值)指数收益率*20%+恒生综合指数收益率*5%,L,混合型,契约型开放式,,20211102,20220207,O
4155,563000.SH,中国A50ETF,易方达基金,中国工商银行,股票型,20211029,,20211108,20211022,,79.9995,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通人民币指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
4156,159602.SZ,中国A50ETF,南方基金,招商银行,股票型,20211029,,20211108,20211022,,38.9654,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通指数(人民币)收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
4157,970085.OF,国联汇富债C,国联证券,招商银行,债券型,20211029,,,,,,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率*95%+活期存款利率(税后)*5%,L,债券型,契约型开放式,,20220321,20220321,O
4158,970084.OF,国联汇富债A,国联证券,招商银行,债券型,20211029,,,20211029,,,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率*95%+活期存款利率(税后)*5%,L,债券型,契约型开放式,,20211117,20211117,O
